0 	 2.7600000000000002
1 	 2.8400000000000003
2 	 2.8400000000000003
3 	 2.8400000000000003
4 	 2.84
5 	 2.8400000000000003
6 	 3.04
7 	 3.24
8 	 3.4400000000000004
9 	 3.64
10 	 3.84
11 	 4.0
12 	 4.16
13 	 4.32
14 	 4.4
15 	 4.48
16 	 4.5600000000000005
17 	 4.640000000000001
18 	 4.720000000000001
19 	 4.720000000000001
20 	 4.720000000000001
21 	 4.720000000000001
22 	 4.720000000000001
23 	 4.720000000000001
24 	 4.92
25 	 5.119999999999999
26 	 5.199999999999999
27 	 5.3999999999999995
28 	 5.6
29 	 5.8
30 	 6.0
31 	 6.0
32 	 6.0
33 	 6.0
34 	 6.0
35 	 6.0
36 	 6.0
37 	 6.0
38 	 6.0
39 	 6.0
40 	 6.0
41 	 6.0
42 	 6.0
43 	 6.0
44 	 6.0
45 	 6.0
46 	 6.0
47 	 6.0
48 	 6.0
49 	 6.0
50 	 6.0
51 	 6.0
52 	 6.0
53 	 6.0
54 	 6.0
55 	 6.0
56 	 6.0
57 	 6.0
58 	 6.0
59 	 6.0
60 	 6.0
61 	 6.0
62 	 6.0
63 	 6.0
64 	 6.0
65 	 6.0
66 	 6.0
67 	 6.0
68 	 6.0
69 	 6.0
70 	 6.0
71 	 6.0
72 	 6.0
73 	 6.0
74 	 6.0
75 	 6.0
